Age_group,Area,FamilyStatus,Education,Income,Religion,Gender,Frequency-YouTube,Frequency-Facebook,Frequency-TikTok,Frequency-Twitter,Frequency-Instagram,Frequency-LinkedIn,Frequency-WhatsApp,ID,B-YouTube,B-Facebook,B-TikTok,B-Twitter,B-Instagram,B-LinkedIn,B-WhatsApp,Age_group-num,Income-num,Frequency-Instagram-num,Frequency-Facebook-num,Frequency-Twitter-num,Frequency-YouTube-num
18-24,Tel Aviv,Single,Secondary,Way below Average,Jewish - Traditional,Male,Daily,Several times a week,Daily,Not Using,Daily,Not Using,Daily,767,1,1,1,0,1,0,1,24,1266,30,27,0,30
40-49,Center,Married,Secondary,Similar to Average,Jewish - Traditional,Female,Several times a month,Daily,Not Using,Not Using,Several times a week,Not Using,Daily,768,1,1,0,0,1,0,1,40,5731,24,31,0,5
18-24,North,Single,"Post-secondary (Technician, Engineer, etc.)",Above Average,Jewish - Traditional,Female,Several times a month,Less often,Daily,Less often,Daily,Not Using,Daily,769,1,1,1,1,1,0,1,20,10240,29,4,1,6
31-39,Yehoda and Shomron,Married,Academic,Other Responses,Jewish - Traditional,Female,Daily,Several times a week,Not Using,Not Using,Daily,Not Using,Daily,770,1,1,0,0,1,0,1,35,0,31,28,0,31
25-30,Center,Single,Secondary,Similar to Average,Jewish - Secular,Male,Daily,Daily,Several times a week,Not Using,Less often,Less often,Daily,771,1,1,1,0,1,1,1,26,6041,3,30,0,30
18-24,South,Single,Secondary,Way below Average,Jewish - Secular,Male,Daily,Daily,Daily,Several times a month,Daily,Not Using,Daily,772,1,1,1,1,1,0,1,24,2572,29,30,8,30
25-30,North,Single,Secondary,Other Responses,Jewish - National Religious,Female,Less often,Daily,Daily,Not Using,Daily,Less often,Daily,773,1,1,1,0,1,1,1,25,0,30,30,0,2
65+,Center,Married,Academic,Similar to Average,Jewish - Traditional,Male,Several times a week,Less often,Not Using,Less often,Not Using,Less often,Daily,774,1,1,0,1,0,1,1,70,5918,0,1,3,22
40-49,Haifa,Married,Academic,Similar to Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Daily,775,1,1,0,0,0,0,1,40,7449,0,31,0,25
18-24,South,Single,Academic,Way Above Average,Jewish - Traditional,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,776,1,1,1,0,1,0,1,22,19074,29,30,0,29
31-39,Jerusalem,Married,Academic,Above Average,Jewish - National Religious,Male,Several times a week,Daily,Less often,Not Using,Less often,Not Using,Daily,777,1,1,1,0,1,0,1,31,8886,1,29,0,18
40-49,Tel Aviv,Divorced/Separated/Widowed/Single Parent,Academic,below Average,Jewish - Secular,Female,Less often,Daily,Not Using,Not Using,Daily,Not Using,Daily,778,1,1,0,0,1,0,1,41,3705,29,31,0,4
31-39,Center,Married,Secondary,Similar to Average,Jewish - National Religious,Female,Daily,Daily,Not Using,Not Using,Several times a week,Not Using,Daily,779,1,1,0,0,1,0,1,39,5022,12,31,0,31
31-39,North,Married,Academic,Above Average,Jewish - Secular,Male,Daily,Daily,Not Using,Not Using,Not Using,Several times a month,Daily,780,1,1,0,0,0,1,1,33,8474,0,29,0,29
40-49,North,Divorced/Separated/Widowed/Single Parent,Academic,Above Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Daily,Not Using,Daily,781,1,1,0,0,1,0,1,40,10258,29,29,0,27
25-30,North,Single,Academic,Above Average,Jewish - Traditional,Male,Daily,Less often,Not Using,Several times a week,Not Using,Several times a week,Daily,782,1,1,0,1,0,1,1,29,10354,0,4,20,29
50-64,Jerusalem,Married,Secondary,Above Average,Jewish - Secular,Female,Not Using,Daily,Not Using,Not Using,Daily,Not Using,Daily,783,0,1,0,0,1,0,1,56,8704,30,30,0,0
25-30,North,Single,Secondary,Similar to Average,Jewish - Traditional,Male,Several times a week,Daily,Daily,Not Using,Several times a week,Not Using,Daily,784,1,1,1,0,1,0,1,30,5687,14,31,0,28
25-30,Jerusalem,Single,Academic,below Average,Jewish - Secular,Female,Several times a week,Less often,Not Using,Not Using,Less often,Not Using,Daily,785,1,1,0,0,1,0,1,28,3285,1,3,0,12
25-30,Center,Single,Secondary,Similar to Average,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,786,1,1,0,0,0,0,1,25,5716,0,29,0,29
31-39,Haifa,Married,Secondary,Similar to Average,otherwise or refuses to answer,Male,Daily,Daily,Daily,Not Using,Several times a month,Not Using,Daily,787,1,1,1,0,1,0,1,35,5763,8,31,0,29
18-24,Haifa,Single,"Post-secondary (Technician, Engineer, etc.)",Above Average,Jewish - Secular,Female,Several times a month,Several times a week,Several times a week,Not Using,Daily,Not Using,Daily,788,1,1,1,0,1,0,1,24,9251,29,12,0,10
25-30,North,Married,Secondary,below Average,Jewish - Traditional,Male,Daily,Daily,Daily,Daily,Daily,Several times a week,Daily,789,1,1,1,1,1,1,1,29,3948,29,31,30,31
50-64,Jerusalem,Divorced/Separated/Widowed/Single Parent,Academic,below Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,790,1,1,0,0,1,0,1,55,3381,31,29,0,29
25-30,South,Married,Secondary,below Average,Jewish - Traditional,Male,Daily,Daily,Several times a month,Not Using,Daily,Not Using,Daily,791,1,1,1,0,1,0,1,27,3460,30,29,0,31
50-64,Jerusalem,Married,Academic,Similar to Average,Jewish - Orthodox,Female,Daily,Not Using,Not Using,Not Using,Daily,Not Using,Daily,792,1,0,0,0,1,0,1,54,6031,30,0,0,30
18-24,North,Other,Secondary,below Average,Jewish - Traditional,Male,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,793,1,1,0,0,1,0,1,24,3029,29,30,0,29
25-30,Tel Aviv,Single,Academic,below Average,Jewish - Secular,Male,Several times a week,Daily,Not Using,Not Using,Several times a week,Less often,Daily,794,1,1,0,0,1,1,1,29,3907,16,30,0,13
18-24,Center,Single,Academic,Way below Average,Jewish - Traditional,Female,Several times a month,Daily,Daily,Not Using,Daily,Not Using,Daily,795,1,1,1,0,1,0,1,22,2927,29,31,0,7
40-49,Haifa,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Male,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,796,1,1,0,0,0,0,1,44,7127,0,31,0,31
40-49,Jerusalem,Married,Academic,Way Above Average,Jewish - Secular,Female,Several times a week,Several times a week,Daily,Not Using,Several times a week,Several times a month,Daily,797,1,1,1,0,1,1,1,49,14357,21,23,0,24
18-24,Tel Aviv,Single,Secondary,Similar to Average,Jewish - Secular,Female,Several times a month,Several times a week,Daily,Not Using,Daily,Not Using,Daily,798,1,1,1,0,1,0,1,19,5516,30,20,0,7
25-30,Tel Aviv,Single,Academic,below Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Daily,Several times a month,Daily,799,1,1,0,0,1,1,1,27,4123,30,30,0,14
25-30,Center,Married,Secondary,Above Average,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Several times a month,Not Using,Daily,800,1,1,0,0,1,0,1,25,10445,8,30,0,31
25-30,Center,Single,Academic,below Average,Jewish - Traditional,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,801,1,1,1,0,1,0,1,29,4513,31,31,0,31
31-39,Yehoda and Shomron,Married,Academic,Similar to Average,Jewish - National Religious,Female,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,802,1,0,0,0,0,0,1,39,5039,0,0,0,30
31-39,Yehoda and Shomron,Married,Academic,Above Average,Jewish - National Religious,Female,Several times a week,Daily,Not Using,Not Using,Daily,Not Using,Daily,803,1,1,0,0,1,0,1,31,8887,31,30,0,21
31-39,North,Married,Academic,below Average,Jewish - Traditional,Male,Less often,Daily,Not Using,Not Using,Daily,Several times a month,Daily,804,1,1,0,0,1,1,1,33,3797,31,29,0,4
25-30,Haifa,Married,Academic,below Average,Jewish - National Religious,Female,Daily,Daily,Daily,Several times a month,Several times a month,Not Using,Daily,805,1,1,1,1,1,0,1,29,3157,7,29,9,31
25-30,North,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Male,Daily,Daily,Not Using,Not Using,Less often,Less often,Daily,806,1,1,0,0,1,1,1,29,6099,1,31,0,30
18-24,Center,Single,Secondary,below Average,Jewish - Secular,Male,Daily,Daily,Not Using,Daily,Several times a month,Not Using,Daily,807,1,1,0,1,1,0,1,21,3884,7,31,29,31
25-30,Center,Single,Academic,Similar to Average,Jewish - Secular,Female,Daily,Less often,Not Using,Less often,Daily,Several times a week,Daily,808,1,1,0,1,1,1,1,30,6824,30,4,2,30
25-30,South,Married,Secondary,below Average,Jewish - Traditional,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,809,1,1,1,0,1,0,1,25,4154,30,30,0,30
18-24,Center,Single,Secondary,Similar to Average,Jewish - Traditional,Male,Daily,Several times a week,Daily,Not Using,Daily,Not Using,Daily,810,1,1,1,0,1,0,1,18,6711,29,12,0,29
18-24,Center,Single,Secondary,Similar to Average,Jewish - Traditional,Male,Daily,Daily,Daily,Daily,Daily,Less often,Daily,811,1,1,1,1,1,1,1,19,5974,30,29,30,29
18-24,South,Single,Secondary,Similar to Average,Jewish - Secular,Male,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,812,1,1,1,0,1,0,1,21,6563,30,30,0,31
25-30,Center,Single,Secondary,Way below Average,Jewish - Traditional,Female,Less often,Several times a week,Not Using,Not Using,Daily,Not Using,Daily,813,1,1,0,0,1,0,1,26,2897,31,13,0,4
18-24,South,Single,Secondary,Way below Average,Jewish - Secular,Male,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,814,1,1,0,0,1,0,1,19,2796,30,30,0,30
65+,South,Married,Academic,Way below Average,otherwise or refuses to answer,Male,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Daily,815,1,1,0,0,0,0,1,66,989,0,30,0,25
31-39,Haifa,Married,Academic,below Average,Muslim,Male,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,816,1,1,0,0,0,0,1,36,3021,0,29,0,29
31-39,South,Married,Academic,Above Average,Muslim,Female,Daily,Daily,Daily,Not Using,Daily,Several times a month,Daily,817,1,1,1,0,1,1,1,36,10351,29,29,0,29
40-49,Tel Aviv,Single,Academic,Similar to Average,Muslim,Male,Several times a week,Several times a week,Not Using,Several times a week,Several times a week,Not Using,Daily,818,1,1,0,1,1,0,1,42,5869,25,22,27,15
31-39,North,Single,Academic,Similar to Average,Muslim,Female,Daily,Daily,Several times a month,Several times a month,Daily,Several times a month,Daily,819,1,1,1,1,1,1,1,32,5084,29,31,8,29
40-49,Haifa,Divorced/Separated/Widowed/Single Parent,Academic,Way Above Average,Muslim,Male,Daily,Daily,Less often,Several times a month,Daily,Not Using,Daily,820,1,1,1,1,1,0,1,40,12683,31,31,10,30
50-64,South,Married,Secondary,below Average,Muslim,Male,Daily,Daily,Not Using,Several times a week,Daily,Not Using,Daily,821,1,1,0,1,1,0,1,55,4977,31,29,20,31
50-64,South,Married,Academic,Similar to Average,Muslim,Female,Daily,Daily,Several times a week,Several times a week,Daily,Several times a week,Daily,822,1,1,1,1,1,1,1,61,6411,29,31,13,30
50-64,Haifa,Single,Academic,Way below Average,otherwise or refuses to answer,Female,Daily,Daily,Not Using,Not Using,Less often,Not Using,Daily,823,1,1,0,0,1,0,1,54,1531,3,29,0,29
50-64,South,Married,Secondary,Way below Average,Muslim,Female,Daily,Daily,Daily,Less often,Less often,Not Using,Daily,824,1,1,1,1,1,0,1,63,570,1,31,1,31
31-39,Haifa,Single,Academic,Similar to Average,Muslim,Female,Several times a week,Several times a week,Not Using,Not Using,Daily,Daily,Daily,825,1,1,0,0,1,1,1,39,5934,29,15,0,15
50-64,South,Married,Secondary,Way below Average,Muslim,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,826,1,1,1,0,1,0,1,50,1981,30,29,0,31
18-24,South,Single,Secondary,Way below Average,Muslim,Male,Several times a week,Daily,Several times a week,Several times a month,Not Using,Not Using,Daily,827,1,1,1,1,0,0,1,24,1856,0,30,7,22
31-39,Haifa,Married,Academic,below Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Daily,Less often,Daily,828,1,1,0,0,1,1,1,37,4009,30,29,0,29
31-39,South,Married,Academic,Above Average,Muslim,Female,Several times a week,Daily,Several times a month,Not Using,Daily,Not Using,Daily,829,1,1,1,0,1,0,1,35,8793,31,31,0,17
31-39,Jerusalem,Married,Elementary education,Way below Average,Muslim,Male,Daily,Daily,Several times a week,Less often,Less often,Less often,Daily,830,1,1,1,1,1,1,1,35,792,3,31,3,29
31-39,Center,Single,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Muslim,Female,Daily,Daily,Less often,Less often,Several times a week,Less often,Daily,831,1,1,1,1,1,1,1,32,1810,26,29,2,31
25-30,South,Single,Academic,Way below Average,Muslim,Male,Daily,Daily,Not Using,Not Using,Several times a week,Not Using,Daily,832,1,1,0,0,1,0,1,27,1295,26,31,0,30
25-30,Haifa,Single,Elementary education,Similar to Average,Muslim,Female,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,833,0,0,0,0,0,0,0,27,7540,0,0,0,0
31-39,Center,Single,Elementary education,Similar to Average,Muslim,Female,Daily,Several times a month,Daily,Less often,Daily,Several times a month,Daily,834,1,1,1,1,1,1,1,37,7256,29,5,1,29
25-30,Haifa,Single,Academic,below Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Several times a week,Not Using,Daily,835,1,1,0,0,1,0,1,30,4563,14,30,0,30
31-39,South,Single,Academic,Other Responses,Muslim,Female,Several times a week,Daily,Daily,Less often,Daily,Not Using,Daily,836,1,1,1,1,1,0,1,32,0,31,29,4,27
25-30,North,Single,Secondary,Way below Average,Muslim,Female,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,837,1,1,1,1,1,1,1,30,1608,5,10,10,7
65+,South,Married,Academic,Way below Average,Muslim,Male,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,838,1,1,0,0,0,0,1,66,1084,0,31,0,29
50-64,South,Married,Academic,Similar to Average,Muslim,Female,Several times a week,Daily,Not Using,Less often,Several times a week,Not Using,Daily,839,1,1,0,1,1,0,1,51,7478,15,30,4,14
31-39,Center,Married,Secondary,Way below Average,Muslim,Male,Daily,Daily,Several times a week,Not Using,Daily,Not Using,Daily,840,1,1,1,0,1,0,1,32,985,31,31,0,30
40-49,Haifa,Married,Academic,Above Average,Muslim,Male,Daily,Less often,Less often,Not Using,Daily,Not Using,Daily,841,1,1,1,0,1,0,1,42,9681,29,1,0,29
50-64,South,Married,Academic,Other Responses,Muslim,Male,Several times a week,Daily,Several times a week,Daily,Daily,Several times a month,Daily,842,1,1,1,1,1,1,1,64,0,30,31,29,20
40-49,South,Married,Academic,Way below Average,Muslim,Female,Daily,Daily,Daily,Less often,Daily,Less often,Daily,843,1,1,1,1,1,1,1,41,520,31,29,3,30
65+,South,Married,Secondary,Way below Average,Muslim,Male,Several times a month,Several times a month,Several times a month,Less often,Several times a month,Less often,Several times a month,844,1,1,1,1,1,1,1,68,591,6,9,1,9
50-64,Haifa,Married,Academic,Way below Average,Muslim,Female,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,845,1,1,1,1,1,1,1,58,1051,9,10,8,9
31-39,South,Married,Academic,Way below Average,Muslim,Male,Several times a week,Several times a week,Several times a week,Several times a week,Several times a week,Several times a week,Several times a week,846,1,1,1,1,1,1,1,36,1710,13,22,16,21
31-39,South,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Male,Several times a week,Daily,Daily,Less often,Daily,Less often,Daily,847,1,1,1,1,1,1,1,31,4586,31,30,1,26
50-64,Jerusalem,Married,Academic,Way below Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,848,1,1,0,0,1,0,1,57,2036,31,31,0,31
18-24,South,Married,Secondary,Way below Average,Muslim,Female,Several times a week,Daily,Not Using,Not Using,Daily,Not Using,Daily,849,1,1,0,0,1,0,1,24,2247,30,31,0,18
31-39,South,Married,Academic,below Average,Muslim,Female,Daily,Daily,Less often,Less often,Daily,Not Using,Daily,850,1,1,1,1,1,0,1,37,3387,30,31,4,29
31-39,South,Married,"Post-secondary (Technician, Engineer, etc.)",Above Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Several times a week,Less often,Daily,851,1,1,0,0,1,1,1,33,8349,17,29,0,31
18-24,South,Single,Academic,Way below Average,Muslim,Male,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,852,1,1,1,0,1,0,1,18,960,29,31,0,30
31-39,Haifa,Divorced/Separated/Widowed/Single Parent,Academic,Way below Average,Muslim,Female,Daily,Daily,Several times a month,Not Using,Less often,Not Using,Daily,853,1,1,1,0,1,0,1,35,1964,1,31,0,30
40-49,Haifa,Married,Secondary,Way below Average,Muslim,Male,Daily,Daily,Daily,Less often,Daily,Not Using,Daily,854,1,1,1,1,1,0,1,43,693,30,31,3,30
31-39,South,Married,Secondary,Way below Average,otherwise or refuses to answer,Female,Daily,Several times a week,Not Using,Less often,Daily,Not Using,Daily,855,1,1,0,1,1,0,1,38,1560,29,26,4,30
31-39,South,Married,Secondary,Way below Average,Muslim,Male,Daily,Daily,Several times a week,Daily,Several times a month,Not Using,Daily,856,1,1,1,1,1,0,1,31,378,10,30,31,31
31-39,Jerusalem,Single,Academic,Way below Average,Muslim,Male,Daily,Several times a month,Several times a week,Less often,Not Using,Several times a month,Several times a month,857,1,1,1,1,0,1,1,31,2947,0,7,1,31
18-24,Haifa,Married,Academic,Way below Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,858,1,1,0,0,1,0,1,21,2964,31,29,0,29
50-64,South,Married,Academic,Way below Average,Muslim,Male,Several times a week,Several times a week,Several times a week,Several times a week,Several times a week,Several times a week,Several times a week,859,1,1,1,1,1,1,1,53,527,12,14,18,12
31-39,Haifa,Single,Academic,below Average,Muslim,Female,Daily,Daily,Daily,Not Using,Daily,Less often,Daily,860,1,1,1,0,1,1,1,38,4177,30,29,0,30
25-30,Center,Single,Academic,Other Responses,Muslim,Female,Daily,Not Using,Not Using,Less often,Daily,Several times a week,Daily,861,1,0,0,1,1,1,1,29,0,31,0,4,31
31-39,Jerusalem,Married,Academic,Way below Average,Muslim,Male,Daily,Daily,Not Using,Not Using,Not Using,Several times a week,Daily,862,1,1,0,0,0,1,1,32,2782,0,31,0,30
40-49,South,Married,Academic,Similar to Average,Muslim,Male,Daily,Daily,Several times a month,Less often,Several times a week,Not Using,Daily,863,1,1,1,1,1,0,1,45,7254,16,30,2,31
31-39,Haifa,Married,Secondary,below Average,Muslim,Female,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,864,1,0,0,0,0,0,0,35,3455,0,0,0,30
31-39,North,Married,Secondary,Way below Average,Muslim,Female,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,865,1,1,1,1,1,1,1,32,1260,9,8,8,10
25-30,South,Married,Secondary,Way below Average,Muslim,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,866,1,1,1,0,1,0,1,29,1876,30,29,0,29
40-49,South,Married,Academic,Way below Average,Muslim,Male,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,867,1,1,1,0,1,0,1,42,1764,31,31,0,30
50-64,Haifa,Married,Academic,below Average,Muslim,Male,Daily,Daily,Daily,Not Using,Not Using,Not Using,Daily,868,1,1,1,0,0,0,1,64,3521,0,29,0,30
31-39,Haifa,Married,Academic,Similar to Average,Muslim,Male,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,869,1,0,0,0,0,0,1,39,6702,0,0,0,29
25-30,South,Single,Elementary education,Similar to Average,Muslim,Male,Several times a month,Daily,Several times a month,Several times a month,Daily,Less often,Daily,870,1,1,1,1,1,1,1,27,6017,30,29,7,7
31-39,Haifa,Single,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Muslim,Male,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,871,1,1,0,0,1,0,1,36,2774,31,29,0,30
31-39,Jerusalem,Married,Academic,Way below Average,Muslim,Female,Several times a week,Several times a week,Not Using,Not Using,Not Using,Not Using,Several times a week,872,1,1,0,0,0,0,1,38,1014,0,25,0,13
25-30,South,Married,Academic,Similar to Average,Muslim,Female,Several times a week,Several times a week,Several times a week,Several times a week,Not Using,Not Using,Daily,873,1,1,1,1,0,0,1,28,7549,0,20,20,11
40-49,Jerusalem,Single,Secondary,Way below Average,Muslim,Female,Daily,Daily,Less often,Less often,Less often,Not Using,Daily,874,1,1,1,1,1,0,1,47,117,1,30,3,30
25-30,Haifa,Other,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Muslim,Female,Daily,Daily,Daily,Several times a week,Daily,Daily,Daily,875,1,1,1,1,1,1,1,28,7434,29,31,25,29
25-30,Haifa,Single,Academic,below Average,Muslim,Female,Several times a month,Several times a week,Several times a week,Several times a month,Less often,Less often,Less often,876,1,1,1,1,1,1,1,25,4368,1,21,10,8
18-24,North,Single,Academic,Way below Average,Muslim,Female,Less often,Less often,Daily,Not Using,Daily,Not Using,Daily,877,1,1,1,0,1,0,1,20,584,29,3,0,1
31-39,Center,Single,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Female,Daily,Daily,Several times a week,Not Using,Not Using,Not Using,Daily,878,1,1,1,0,0,0,1,33,3395,0,31,0,30
31-39,Haifa,Single,Academic,below Average,Muslim,Male,Several times a week,Daily,Not Using,Not Using,Daily,Several times a week,Daily,879,1,1,0,0,1,1,1,32,4088,30,31,0,24
65+,South,Married,Secondary,Way below Average,Muslim,Male,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,880,1,1,1,1,1,1,1,77,2769,6,10,5,9
25-30,South,Married,Academic,Way below Average,Muslim,Male,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,881,1,1,1,1,1,1,1,26,72,9,7,6,7
40-49,South,Divorced/Separated/Widowed/Single Parent,Academic,Way below Average,otherwise or refuses to answer,Female,Daily,Daily,Daily,Not Using,Not Using,Not Using,Daily,882,1,1,1,0,0,0,1,42,274,0,29,0,31
25-30,South,Married,Academic,Way below Average,Muslim,Male,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,883,1,1,1,1,1,1,1,27,2014,9,5,9,10
25-30,Haifa,Married,Academic,Way below Average,Muslim,Male,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,884,1,1,1,1,1,1,1,29,1344,9,10,10,6
50-64,South,Married,Academic,Way below Average,Muslim,Female,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,885,1,1,1,1,1,1,1,54,338,6,9,9,9
50-64,South,Divorced/Separated/Widowed/Single Parent,Secondary,Way below Average,Muslim,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,886,1,1,1,0,1,0,1,51,1390,29,30,0,31
18-24,Jerusalem,Single,Academic,below Average,Muslim,Female,Several times a week,Several times a week,Several times a week,Not Using,Daily,Not Using,Daily,887,1,1,1,0,1,0,1,21,4519,29,26,0,25
25-30,North,Single,Academic,Way below Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,888,1,1,0,0,1,0,1,26,607,29,30,0,31
40-49,North,Married,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Muslim,Male,Daily,Daily,Daily,Several times a week,Daily,Less often,Daily,889,1,1,1,1,1,1,1,45,166,31,29,11,31
40-49,South,Married,Secondary,Way below Average,Muslim,Male,Several times a week,Daily,Daily,Less often,Several times a week,Not Using,Daily,890,1,1,1,1,1,0,1,44,1568,27,31,3,16
40-49,South,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Muslim,Female,Several times a week,Daily,Not Using,Not Using,Daily,Not Using,Daily,891,1,1,0,0,1,0,1,45,3011,31,29,0,15
50-64,Haifa,Married,"Post-secondary (Technician, Engineer, etc.)",Above Average,Muslim,Male,Daily,Several times a week,Several times a month,Several times a month,Less often,Less often,Daily,892,1,1,1,1,1,1,1,50,9325,3,23,6,29
31-39,South,Married,Academic,Way below Average,Muslim,Female,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,893,1,1,1,1,1,1,1,35,729,9,6,8,8
50-64,South,Married,Academic,Way below Average,Muslim,Male,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,894,1,1,1,1,1,1,1,58,2849,8,9,5,5
25-30,Haifa,Married,Academic,Similar to Average,Muslim,Female,Daily,Daily,Less often,Less often,Daily,Several times a month,Daily,895,1,1,1,1,1,1,1,28,7044,31,30,2,29
25-30,Center,Married,Secondary,below Average,Muslim,Female,Several times a month,Several times a week,Daily,Several times a week,Daily,Daily,Several times a week,896,1,1,1,1,1,1,1,26,3102,29,13,22,10
31-39,Haifa,Married,"Post-secondary (Technician, Engineer, etc.)",Above Average,otherwise or refuses to answer,Female,Several times a month,Less often,Not Using,Not Using,Daily,Several times a month,Daily,897,1,1,0,0,1,1,1,32,9416,30,3,0,10
18-24,North,Single,Secondary,below Average,Muslim,Male,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,898,1,1,1,1,1,1,1,18,3779,10,9,7,9
18-24,North,Single,Secondary,Way below Average,Muslim,Male,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,899,1,1,1,1,1,1,1,23,214,8,8,9,9
31-39,North,Married,Academic,below Average,Muslim,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,900,1,1,0,0,1,0,1,39,4715,30,30,0,31
50-64,South,Single,Secondary,below Average,Muslim,Female,Daily,Daily,Daily,Not Using,Less often,Not Using,Daily,901,1,1,1,0,1,0,1,59,4112,4,31,0,31
31-39,Yehoda and Shomron,Married,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Muslim,Male,Daily,Daily,Not Using,Several times a week,Daily,Not Using,Daily,902,1,1,0,1,1,0,1,39,1577,30,30,14,29
31-39,Jerusalem,Married,Secondary,below Average,Muslim,Female,Several times a week,Several times a month,Several times a week,Several times a month,Less often,Several times a week,Several times a month,903,1,1,1,1,1,1,1,39,3401,4,10,9,24
18-24,North,Single,Secondary,Way below Average,Muslim,Female,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,904,1,1,1,1,1,1,1,23,2636,7,7,8,6
50-64,South,Married,Secondary,below Average,Muslim,Male,Several times a week,Daily,Less often,Less often,Several times a week,Not Using,Daily,905,1,1,1,1,1,0,1,64,3889,19,31,3,26
25-30,North,Married,Academic,below Average,Muslim,Female,Daily,Daily,Several times a week,Less often,Daily,Not Using,Daily,906,1,1,1,1,1,0,1,30,4070,29,30,3,30
25-30,Haifa,Single,Academic,Way below Average,Muslim,Female,Several times a week,Daily,Several times a week,Several times a week,Daily,Less often,Daily,907,1,1,1,1,1,1,1,27,1696,29,31,19,24
40-49,Jerusalem,Married,Academic,Way below Average,Muslim,Male,Several times a week,Daily,Not Using,Several times a week,Several times a week,Less often,Daily,908,1,1,0,1,1,1,1,40,592,16,30,21,18
31-39,Haifa,Divorced/Separated/Widowed/Single Parent,"Post-secondary (Technician, Engineer, etc.)",Above Average,Muslim,Male,Several times a week,Several times a week,Several times a week,Several times a week,Several times a month,Several times a week,Several times a month,909,1,1,1,1,1,1,1,34,9334,6,16,18,17
